key,value
Kreditvergabe,9999
Kreditwesen,9999
Kreditwirtschaft , Kreditwesen
Kreditwürdigkeit , Bonität
Kreis,9999
Kreislaufanalyse , Analyse
Kreislaufanalyse , Wirtschaftskreislauf
Kreislaufkrankheit,9999
Kreislaufwirtschaft,9999
Kreisverwaltung,9999
Kreuzzug,9999
Krieg,9999
Kriegsausbruch,9999
Kriegsberichterstattung , Krieg
Kriegsberichterstattung , Berichterstattung
Kriegsdienstverweigerer , Wehrdienstverweigerer
Kriegsende,9999
Kriegserklärung,9999
Kriegsfolgen , Krieg
Kriegsfolgen , Folgen
Kriegsführung,9999
Kriegsgefangener,9999
Kriegsopfer,9999
Kriegsopferfürsorge , Fürsorge
Kriegsopferfürsorge , Kriegsopfer
Kriegsrecht,9999
Kriegsschuld,9999
Kriegsspielzeug,9999
Kriegsverbrechen,9999
Kriegsverhinderung,9999
Kriegsvölkerrecht,9999
Kriegswirtschaft,9999
Kriminalfilm,9999
Kriminalisierung,9999
Kriminalität,9999
Kriminalitätsbekämpfung , Verbrechensbekämpfung
Kriminalitätsfurcht , Kriminalität
Kriminalitätsfurcht , Angst
Kriminalitätsrate , Kriminalität
Kriminalitätsrate , Quantität
Kriminalpolitik,9999
Kriminalpolizei , Polizei
Kriminalprävention , Kriminalität
Kriminalprävention , Prävention
Kriminalroman,9999
Kriminalserie,9999
Kriminalsoziologie,9999
Kriminalstatistik , Kriminalität
Kriminalstatistik , amtliche Statistik
Kriminaltechnik,9999
Kriminalätiologie , Kriminalität
Kriminalätiologie , Ätiologie
kriminelles Verhalten , Kriminalität
Kriminologie,9999
Krise,9999
Krisenbewältigung,9999
Krisenintervention,9999
Krisenkommunikation,9999
Krisenmanagement,9999
Krisentheorie,9999
Krisenverhalten,9999
Kriterium,9999
Kritik,9999
Kritiker,9999
Kritikfähigkeit,9999
Kritische Kriminologie,9999
Kritische Psychologie,9999
Kritische Theorie,9999
Kritischer Rationalismus,9999
Kroate,9999
Kroatien,9999
KSZE,9999
Kuba,9999
Kubakrise,9999
"Kuhn, Thomas S.",9999
Kult , Ritual
Kultivierungstheorie , Cultivation Theory
Kultur,9999
Kulturabkommen,9999
Kulturanalyse , Analyse
Kulturanalyse , Kultur
Kulturangebot,9999
Kulturanthropologie,9999
Kulturaustausch , kulturelle Beziehungen
Kulturberuf,9999
Kulturbeziehung , kulturelle Beziehungen
kulturelle Aufgabe , Kultur
kulturelle Aufgabe , Programmauftrag
kulturelle Beziehungen,9999
kulturelle Differenz,9999
kulturelle Einrichtung,9999
kulturelle Entfremdung , Kultur
kulturelle Entfremdung , Entfremdung
kulturelle Entwicklung,9999
kulturelle Faktoren,9999
kulturelle Identität,9999
kulturelle Integration,9999
kulturelle Veranstaltung,9999
kulturelle Vielfalt,9999
kulturelle Wende , Cultural Turn
kultureller Wandel , Kulturwandel
kulturelles Angebot , Kulturangebot
kulturelles Gedächtnis , kollektives Gedächtnis
kulturelles Kapital,9999
kulturelles System,9999
kulturelles Verhalten,9999
Kulturentwicklung , kulturelle Entwicklung
Kulturerbe,9999
Kulturgeographie,9999
Kulturgeschichte,9999
Kulturhoheit,9999
Kulturimperialismus,9999
Kulturindustrie,9999
Kulturinstitut , kulturelle Einrichtung
Kulturkampf,9999
Kulturkanal,9999
Kulturkonflikt,9999
Kulturkonsum , kulturelles Verhalten
Kulturkontakt , kulturelle Beziehungen
Kulturkreis , Kultur
Kulturkritik,9999
Kulturkunde , Kulturanthropologie
Kulturlandschaft,9999
Kulturmanagement , Kultur
Kulturmanagement , Management
Kulturpessimismus,9999
Kulturphilosophie,9999
Kulturpolitik,9999
Kulturpsychologie,9999
Kulturraum , Kultur
Kulturrelativismus,9999
Kulturrevolution,9999
Kulturschock,9999
Kultursoziologie,9999
Kultursponsoring , Sponsoring
Kulturtechnik,9999
Kulturtheorie , Theorie
Kulturtheorie , Kultur
Kulturvergleich , interkultureller Vergleich
Kulturwandel,9999
Kulturwirtschaft,9999
Kulturwissenschaft,9999
Kulturzeitschrift,9999
Kultusministerium,9999
Kultusministerkonferenz , KMK
Kultusverwaltung,9999
Kunde,9999
Kundenbindung,9999
Kundenorientierung,9999
Kundenzeitschrift,9999
Kunst,9999
Kunstausstellung , Ausstellung
Kunstausstellung , Kunst
Kunsterleben , Kunst
Kunsterleben , Erleben
Kunsterziehung,9999
Kunstgeschichte,9999
Kunsthochschule,9999
Kunstkritik,9999
Kunstmaler,9999
Kunstmarkt , Markt
Kunstmarkt , Kunst
Kunstproduktion,9999
Kunstpsychologie,9999
Kunstrezeption , Kunst
Kunstrezeption , Rezeption
Kunstsoziologie,9999
Kunststoffindustrie,9999
Kunststudent , Student
Kunststudent , bildende Kunst
Kunststudium , Studium
Kunststudium , bildende Kunst
Kunstunterricht , Kunsterziehung
Kunstwerk,9999
Kunstzeitschrift , Kulturzeitschrift
Kur,9999
Kurde,9999
Kurdistan,9999
Kurort,9999
Kurssystem,9999
Kurzarbeit,9999
kurzlebige Güter , Produktlebenszyklus
Kurzstudiengang , Kurzstudium
Kurzstudium,9999
Kurzurlaub , Urlaub
Kuwait,9999
Kybernetik,9999
kybernetische Pädagogik , Pädagogik
kybernetische Pädagogik , Kybernetik
Kyoto-Protokoll , internationales Abkommen
Kyoto-Protokoll , Klimaschutz
KZ , Konzentrationslager
Kärnten,9999
Käufer , Kunde
Käuferverhalten , Kaufverhalten
"König, René",9999
Körper,9999
Körperbeherrschung , Motorik
Körperbehindertenpädagogik , Sonderpädagogik
Körperbehindertenpädagogik , Körperbehinderung
Körperbehinderter , Körperbehinderung
körperbehindertes Kind , Kind
körperbehindertes Kind , Körperbehinderung
Körperbehinderung,9999
Körperbild,9999
Körpergewicht,9999
Körperkult,9999
körperliche Arbeit,9999
körperliche Bewegung,9999
körperliche Entwicklung,9999
Körperlichkeit,9999
Körperpflege , Hygiene
Körperschaftsteuer,9999
Körpersoziologie,9999
Körpersprache,9999
Körperverletzung,9999
Kündigung,9999
Kündigungsschutz,9999
Künstler,9999
Künstlerin,9999
künstlerischer Beruf,9999
künstliche Befruchtung,9999
künstliche Intelligenz,9999
Küstenregion,9999
Küstenschutz,9999
Küstenstaat,9999
Labeling Approach,9999
Labilität,9999
Labor,9999
Labor Economics , Arbeitsökonomie
Laborassistent,9999
Laborberuf,9999
Laborexperiment,9999
Labour Party , Großbritannien
Labour Party , sozialistische Partei
"Lacan, Jacques",9999
Lachen , Humor
"Laclau, Ernesto",9999
Ladendiebstahl,9999
Ladenöffnungszeit,9999
Lager , Notunterkunft
Lager , Konzentrationslager
Lager , Straflager
Lager , Lagerung
Lager , Arbeitslager
Lagerhaltung,9999
Lagerung,9999
Laie,9999
Laientheologe , Laie
Laientheologe , Theologe
Laientherapeut , Therapeut
Laientherapeut , Laie
Laientherapie , Therapie
Laientherapie , Laie
Laizismus,9999
"Lakatos, Imre",9999
Land , ländlicher Raum
Land , Boden
Land , Bundesland
Land , Nation
Land-Stadt-Wanderung , Migration
Land-Stadt-Wanderung , Landflucht
Land-Stadt-Wanderung , Stadt-Land-Beziehung
Landarbeiter,9999
Landbevölkerung,9999
Landbewohner , Landbevölkerung
Landesarbeitsamt,9999
Landesbauordnung , Bauordnung
Landesentwicklung , Landesplanung
Landesentwicklungsplan,9999
Landesgeschichte,9999
Landeshauptmann,9999
Landesjugendplan , Bundesland
Landesjugendplan , Jugendplan
Landeskirche , evangelische Kirche
Landeskunde , Geographie
Landesmedienanstalt,9999
Landesmediengesetz , Bundesland
Landesmediengesetz , Medienrecht
Landesministerium , Ministerium
Landesministerium , Bundesland
Landesplanung,9999
Landespolitik,9999
Landespressegesetz , Presse
Landespressegesetz , Bundesland
Landespressegesetz , Medienrecht
Landesrechnungshof,9999
Landesrecht,9999
Landesregierung,9999
Landesrundfunkanstalt , ARD
Landesrundfunkanstalt , Rundfunkanstalt
Landesrundfunkgesetz , Bundesland
Landesrundfunkgesetz , Rundfunk
Landesrundfunkgesetz , Medienrecht
Landessportbund , Bundesland
Landessportbund , Sportverband
Landesverfassung , Bundesland
Landesverfassung , Verfassung
Landesvertretung,9999
Landesverwaltung,9999
Landfahrer , Nichtsesshaftigkeit
Landflucht,9999
Landfrau , Landbevölkerung
Landfrau , Frau
Landfriedensbruch,9999
Landgemeinde , ländlicher Raum
Landgemeinde , Gemeinde
Landgericht,9999
Landjugend,9999
Landkreis,9999
Landnutzung,9999
Landpfarrer , ländlicher Raum
Landpfarrer , Pfarrer
Landrat,9999
Landreform , Agrarreform
Landschaft,9999
Landschaftsgestaltung , Landschaftspflege
Landschaftspflege,9999
Landschaftsplanung,9999
Landschaftsschutz,9999
Landschaftsverband,9999
Landschule , Schule
Landschule , ländlicher Raum
Landschulheim , Schullandheim
Landschulheim , Internat
Landsiedlung , ländlicher Raum
Landsiedlung , Gemeinde
Landstreicher , Nichtsesshaftigkeit
Landtag,9999
Landtagsabgeordneter , Abgeordneter
Landtagsabgeordneter , Landtag
Landtagspräsident , Landtag
Landtagspräsident , Präsident
Landtagswahl,9999
Landverkehrsberuf , Verkehrsberuf
Landwirt,9999
Landwirtschaft,9999
landwirtschaftliche Entwicklung,9999
landwirtschaftliche Genossenschaft , Landwirtschaft
landwirtschaftliche Genossenschaft , Genossenschaft
landwirtschaftliche Nutzung , Landwirtschaft
landwirtschaftliche Nutzung , Nutzung
landwirtschaftliche Produktion , Agrarproduktion
landwirtschaftliche Produktionsgenossenschaft , Agrarproduktion
landwirtschaftliche Produktionsgenossenschaft , Genossenschaft
landwirtschaftlicher Beruf , Agrarberuf
landwirtschaftlicher Betrieb , Agrarbetrieb
Landwirtschaftskammer,9999
Langeweile,9999
langlebige Güter , Produktlebenszyklus
Langlebigkeit,9999
Langstreckenpendler , Pendler
Langzeitarbeitslosigkeit , Dauerarbeitslosigkeit
Langzeitkranker , chronische Krankheit
Langzeitpflege , Pflegebedürftigkeit
Laos,9999
"Lassalle, Ferdinand",9999
Lastenausgleich,9999
Lateinamerika,9999
Lateinamerikaner,9999
"Latour, Bruno",9999
Laufbahn , Berufsverlauf
Layout,9999
"Lazarsfeld, Paul Felix",9999
Lean Management,9999
Lean Production , Lean Management
Leasing,9999
Leben,9999
Lebensabend-Bewegung , alter Mensch
Lebensabend-Bewegung , soziale Bewegung
Lebensalter,9999
Lebensarbeitszeit,9999
Lebensbedarf , Bedarf
Lebensbedarf , Lebenshaltung
Lebensbedingungen,9999
Lebensbereich,9999
Lebensdauer,9999
Lebenseinkommen,9999
Lebenserwartung,9999
Lebensform , Lebensweise
Lebensführung , Lebensstil
Lebensgemeinschaft,9999
Lebenshaltung,9999
Lebenshaltungskosten , Kosten
Lebenshaltungskosten , Lebenshaltung
Lebenshilfe,9999
Lebenskrise,9999
Lebenslage , Lebenssituation
lebenslanges Lernen,9999
Lebenslauf,9999
lebenslängliche Freiheitsstrafe , Freiheitsstrafe
Lebensmittel,9999
Lebensmittelindustrie , Nahrungs- und Genussmittelgewerbe
Lebensmittelverbrauch , Lebensmittel
Lebensmittelverbrauch , Konsum
Lebenspartnerschaft , Lebensgemeinschaft
Lebensperspektive,9999
Lebensplanung,9999
Lebensqualität,9999
Lebensraum,9999
Lebenssinn,9999
Lebenssituation,9999
Lebensstandard,9999
Lebensstil,9999
Lebensunterhalt,9999
Lebensverhältnisse , Lebensbedingungen
Lebensversicherung,9999
Lebensweise,9999
Lebenswelt,9999
Lebensziel , Lebenslauf
Lebensziel , Zielsetzung
Lebenszufriedenheit,9999
Lebenszyklus,9999
Lederverarbeitung,9999
ledige Mutter , allein erziehender Elternteil
ledige Mutter , Mutter
"Lefebvre, Henri",9999
legale Gewalt , Gewalt
legale Gewalt , Legalität
Legalisierung,9999
Legalismus,9999
Legalität,9999
Legasthenie,9999
Legislative,9999
Legislaturperiode,9999
Legitimation,9999
Legitimität,9999
Lehramt,9999
Lehrangebot , Angebot
Lehrangebot , Lehrveranstaltung
Lehrautomat , computerunterstützter Unterricht
Lehrberuf , Ausbildungsberuf
Lehrbuch,9999
Lehrdeputat,9999
Lehre,9999
Lehrer,9999
Lehrer-Eltern-Verhältnis , Eltern-Lehrer-Beziehung
Lehrer-Schüler-Beziehung,9999
Lehrer-Schüler-Verhältnis , Lehrer-Schüler-Beziehung
Lehrerausbildung , Lehrerbildung
Lehrerbildende Schule,9999
Lehrerbildung,9999
Lehrereinstellung , Einstellung
Lehrereinstellung , Lehrer
Lehrerfolg , Unterrichtserfolg
Lehrerfortbildung , Lehrer
Lehrerfortbildung , berufliche Weiterbildung
Lehrerin , Frauenerwerbstätigkeit
Lehrerin , Lehrer
Lehrermangel , Bedarf
Lehrermangel , Lehrer
Lehrerrolle , Rolle
Lehrerrolle , Lehrer
Lehrerseminar,9999
Lehrerstudent , Student
Lehrerstudent , Lehrerbildung
Lehrerstudium , Studium
Lehrerstudium , Lehrerbildung
Lehrertraining , Microteaching
Lehrerurteil,9999
Lehrerverband , Berufsverband
Lehrerverband , Lehrer
Lehrerverhalten , Verhalten
Lehrerverhalten , Lehrer
Lehrerweiterbildung , Lehrer
Lehrerweiterbildung , berufliche Weiterbildung
Lehrerüberschuss , Bedarf
Lehrerüberschuss , Lehrer
Lehrgang,9999
Lehrgerät , Lehrmittel
Lehrinhalt , Lerninhalt
Lehrkörper , Lehrpersonal
Lehrling , Auszubildender
Lehrmaterial , Lehrmittel
Lehrmaterial , Unterrichtsmaterial
Lehrmeinung,9999
Lehrmethode,9999
Lehrmittel,9999
Lehrpersonal,9999
Lehrplan,9999
Lehrplanreform , Reform
Lehrplanreform , Lehrplan
Lehrplanrevision , Reform
Lehrplanrevision , Lehrplan
Lehrprogramm,9999
Lehrstelle , Ausbildungsplatz
Lehrstil , Unterrichtsstil
Lehrveranstaltung,9999
Lehrverhalten , Unterrichtsstil
Lehrwerkstatt , Ausbildungseinrichtung
Lehrwerkstatt , Werkstatt
Lehrziel , Lernziel
Lehrzielermittlung , Lernzielbestimmung
Leibeigenschaft,9999
Leibeserziehung , Sportunterricht
Leiblichkeit , Körperlichkeit
"Leibniz, Gottfried Wilhelm",9999
Leibniz-Gemeinschaft,9999
Leichtathletik,9999
Leichtlohngruppe,9999
Leiharbeit,9999
Leiharbeitnehmer,9999
Leistung,9999
Leistungsanreiz,9999
Leistungsanspruch,9999
Leistungsbereitschaft , Leistung
Leistungsbereitschaft , Motivation
Leistungsbeurteilung , Leistungsbewertung
Leistungsbewertung,9999
Leistungsbezug,9999
Leistungsbilanz,9999
Leistungsdifferenzierung,9999
Leistungsdruck,9999
Leistungseinstellung , Leistungsorientierung
Leistungsentlohnung , Lohn
Leistungsentlohnung , Leistung
Leistungsfähigkeit,9999
Leistungsgesellschaft,9999
Leistungsideologie,9999
Leistungskontrolle,9999
Leistungskurs,9999
Leistungskürzung,9999
Leistungslohn , Lohn
Leistungslohn , Leistung
Leistungsmessung , Leistung
Leistungsmessung , Messung
Leistungsmissbrauch , Sozialleistung
Leistungsmissbrauch , Missbrauch
Leistungsmotivation , Leistung
Leistungsmotivation , Motivation
Leistungsnorm,9999
Leistungsorientierung,9999
Leistungsprinzip,9999
Leistungsschwäche , Leistungsstörung
Leistungssport,9999
Leistungssteigerung,9999
Leistungsstörung,9999
Leistungstest , Leistung
Leistungstest , Test
Leistungsträger , Sozialleistung
Leistungsträger , Trägerschaft
Leistungsträger , Elite
Leistungsvergleich,9999
Leistungsverhalten,9999
Leistungsversagen , Leistungsstörung
Leitartikel,9999
Leitbild,9999
leitender Angestellter,9999
Leitkultur,9999
Leitlinie , Richtlinie
Leitmedium,9999
Leitstudie,9999
Leitung , Unternehmensführung
Leitung , Führung
Leitung , Personalführung
Leitung , Jugendleiter
Leitung , Schulleitung
"Lenin, Vladimir I.",9999
Leninismus , Marxismus-Leninismus
Lenkung , Steuerung
Lernaufgabe,9999
Lernbedingung , Lernvoraussetzung
Lernbeeinträchtigung , Lernbehinderung
Lernbehindertenpädagogik , Sonderpädagogik
Lernbehindertenpädagogik , Lernbehinderung
Lernbehinderter , Lernbehinderung
lernbehindertes Kind , Kind
lernbehindertes Kind , Lernbehinderung
Lernbehinderung,9999
Lernbüro , Übungsfirma
Lerneffekt , Lernerfolg
Lernen,9999
lernende Organisation,9999
lernende Region,9999
Lernerfolg,9999
Lernform , Lernmethode
Lernfortschritt , Lernerfolg
Lernfähigkeit,9999
Lerngruppe,9999
Lernhilfe,9999
Lerninhalt,9999
Lernkultur,9999
Lernleistung , Leistung
Lernleistung , Lernen
Lernmethode,9999
Lernmittel , Lehrmittel
Lernmotivation , Motivation
Lernmotivation , Lernen
Lernort,9999
Lernplattform , Electronic Learning
Lernprogramm,9999
Lernprozess,9999
Lernprozeß , Lernprozess
Lernpsychologie,9999
Lernschwierigkeit,9999
Lernsituation,9999
Lernsoftware , computerunterstütztes Lernen
Lernsoftware , Software
Lernstrategie , Strategie
Lernstrategie , Lernen
Lernstörung , Lernschwierigkeit
Lerntheorie,9999
Lernumgebung,9999
Lernverhalten , Verhalten
Lernverhalten , Lernen
Lernvoraussetzung,9999
Lernzeitkonto,9999
Lernziel,9999
Lernzielanalyse , Analyse
Lernzielanalyse , Lernziel
Lernzielbestimmung,9999
Lernzielfindung , Lernzielbestimmung
Lernzielkatalog , Lernziel
Lernzielkatalog , Zielkatalog
Lernzielkontrolle , Kontrolle
Lernzielkontrolle , Lernziel
lernzielorientierter Test , Test
lernzielorientierter Test , Lernzielorientierung
Lernzielorientierung,9999
Lernzieltaxonomie , Lernziel
Lernzieltaxonomie , Taxonomie
Lernzuwachs , Lernerfolg
Lese-Rechtschreib-Schwäche , Legasthenie
Lesebuch,9999
Lesen,9999
Lesenlernen,9999
Leser,9999
Leserbindung,9999
Leserbrief,9999
Leserforschung,9999
Leserschaft , Leser
Leseunterricht , Deutschunterricht
Leseunterricht , Lesenlernen
Leseverhalten,9999
Lesezirkel,9999
Lesotho,9999
Lette,9999
Lettland,9999
"Levi-Strauss, Claude",9999
"Levinas, Emmanuel",9999
"Lewin, Kurt",9999
Lexikologie,9999
Lexikon , Wörterbuch
Libanon,9999
liberale Gewerkschaft,9999
liberale Partei,9999
Liberales Forum , LIF
Liberalisierung,9999
Liberalismus,9999
Liberia,9999
Libido , Trieb
Libyen,9999
Liebe,9999
"Liebknecht, Karl",9999
"Liebknecht, Wilhelm",9999
Liechtenstein,9999
Lied,9999
Lieferant , Zulieferer
LIF,9999
Life science , Biowissenschaft
Life-Event-Forschung,9999
lineares Modell,9999
Linguistik,9999
Linke , politische Linke
Linksextremismus , Linksradikalismus
Linkskatholizismus,9999
Linkskeynesianismus,9999
Linkskommunismus , Kommunismus
Linkskommunismus , Linksradikalismus
Linksliberalismus,9999
Linksorientierung , politische Einstellung
Linksorientierung , politische Linke
Linksradikalismus,9999
Linkssozialismus,9999
Liquidation , Betriebsstillegung
Liquidität,9999
Lissabon-Vertrag,9999
Litauen,9999
Litauer,9999
Literatur,9999
Literaturadaption,9999
Literaturdokumentation,9999
Literaturgeschichte,9999
Literaturinterpretation , Literatur
Literaturinterpretation , Interpretation
Literaturkritik,9999
Literaturrezeption , Literatur
Literaturrezeption , Rezeption
Literatursoziologie,9999
Literaturtheorie , Theorie
Literaturtheorie , Literatur
Literaturverfilmung , Literaturadaption
Literaturwissenschaft,9999
Livesendung,9999
Lizenz,9999
Lizenzpresse,9999
Lobby,9999
Lobbyismus , Lobby
"Locke, John",9999
locus of control,9999
Logik,9999
logischer Empirismus , Neopositivismus
logischer Positivismus , Neopositivismus
Logistik,9999
Logopäde,9999
Logopädie,9999
Lohn,9999
Lohn-Preis-Spirale,9999
Lohnabhängiger,9999
Lohnarbeit,9999
Lohnarbeiter , Arbeiter
Lohnbildung , Lohnfindung
Lohndrift,9999
Lohnempfänger , Lohnabhängiger
Lohnerhöhung,9999
Lohnfindung,9999
Lohnform,9999
Lohnfortzahlung,9999
Lohngefälle , Lohnunterschied
Lohngruppe,9999
Lohnhöhe,9999
Lohnkonflikt , Lohn
Lohnkonflikt , Konflikt
Lohnkonflikt , Tarifverhandlung
Lohnkosten,9999
Lohnkurve , Arbeitslosigkeit
Lohnkurve , regionale Entwicklung
Lohnkurve , Lohnhöhe
Lohnnebenkosten,9999
Lohnniveau , Lohnhöhe
Lohnpolitik,9999
Lohnquote,9999
Lohnsteuer,9999
Lohnsubvention,9999
Lohnsummensteuer , Gewerbesteuer
Lohnsystem , Lohnform
Lohntheorie , Theorie
Lohntheorie , Lohn
Lohntheorie , Verteilungstheorie
Lohnunterschied,9999
Lohnverhandlung , Lohn
Lohnverhandlung , Tarifverhandlung
Lohnzulage,9999
lokale Arbeitsmarktpolitik , Arbeitsmarktpolitik
lokale Arbeitsmarktpolitik , Kommunalpolitik
lokale Arbeitsmarktpolitik , lokale Faktoren
lokale Elite,9999
lokale Faktoren,9999
lokale Kommunikation,9999
lokale Öffentlichkeit,9999
lokale Ökonomie,9999
Lokalfernsehen , Fernsehen
Lokalfernsehen , lokale Kommunikation
Lokalfunk , Hörfunk
Lokalfunk , lokale Kommunikation
Lokaljournalismus , Journalismus
Lokaljournalismus , lokale Kommunikation
Lokalpresse , Presse
Lokalpresse , lokale Kommunikation
Loyalität,9999
"Luckmann, Thomas",9999
"Ludz, Peter Christian",9999
Luft,9999
Luft- und Raumfahrtindustrie , Flugzeugindustrie
Luft- und Raumfahrtindustrie , Raumfahrtindustrie
Luftfahrt , Luftverkehr
Luftfahrzeug,9999
Luftreinhaltung,9999
Luftverkehr,9999
Luftverkehrsberuf , Verkehrsberuf
Luftverschmutzung , Luft
Luftverschmutzung , Umweltverschmutzung
Luftwaffe,9999
"Luhmann, Niklas",9999
"Lukacs, Georg",9999
Lungenkrebs , Krebs
"Luther, Martin",9999
lutherische Kirche , evangelische Kirche
Luxemburg,9999
"Luxemburg, Rosa",9999
Luxemburger,9999
Luxus,9999
"Lyotard, John-Francois",9999
Lyrik , Dichtung
Länderfinanzausgleich , Bundesland
Länderfinanzausgleich , Finanzausgleich
Länderhaushalt , Bundesland
Länderhaushalt , öffentlicher Haushalt
Länderkompetenz,9999
